,sentence_id,token_id,class,before,after
8839312,668084,10,VERBATIM,о,о
8839313,668084,11,VERBATIM,в,в
8839314,668084,12,VERBATIM,е,е
8839315,668084,13,VERBATIM,т,т
8839316,668084,14,VERBATIM,е,е
8839317,668084,15,VERBATIM,н,н
8839318,668084,16,VERBATIM,а,а
8839319,668084,17,VERBATIM,Ц,Ц
8839320,668084,18,VERBATIM,С,С
8839321,668084,19,VERBATIM,К,К
8839322,668084,20,VERBATIM,А,А
8839323,668084,21,VERBATIM,п,п
8839324,668084,22,VERBATIM,о,о
8839325,668084,23,VERBATIM,д,д
8839326,668084,24,VERBATIM,к,к
8839327,668084,25,VERBATIM,р,р
8839328,668084,26,VERBATIM,е,е
8839329,668084,27,VERBATIM,п,п
8839330,668084,28,VERBATIM,и,и
8839331,668084,29,VERBATIM,х,х
8839332,668084,30,VERBATIM,а,а
8839333,668084,31,VERBATIM,с,с
8839334,668084,32,VERBATIM,в,в
8839335,668084,33,VERBATIM,о,о
8839336,668084,34,VERBATIM,и,и
8839337,668084,35,VERBATIM,т,т
8839338,668084,36,VERBATIM,е,е
8839339,668084,37,VERBATIM,л,л
8839340,668084,38,VERBATIM,ю,ю
8839341,668084,39,VERBATIM,б,б
8839342,668084,40,VERBATIM,и,и
8839343,668084,41,VERBATIM,м,м
8839344,668084,42,VERBATIM,ц,ц
8839345,668084,43,VERBATIM,и,и
8839347,668084,45,VERBATIM,н,н
8839348,668084,46,VERBATIM,о,о
8839349,668084,47,VERBATIM,ч,ч
8839350,668084,48,VERBATIM,е,е
8839351,668084,49,VERBATIM,р,р
8839352,668084,50,VERBATIM,в,в
8839353,668084,51,VERBATIM,е,е
8839354,668084,52,VERBATIM,н,н
8839355,668084,53,VERBATIM,и,и
8839356,668084,54,VERBATIM,т,т
8839357,668084,55,VERBATIM,е,е
8839358,668084,56,VERBATIM,п,п
8839359,668084,57,VERBATIM,а,а
8839360,668084,58,VERBATIM,д,д
8839361,668084,59,VERBATIM,н,н
8839362,668084,60,VERBATIM,а,а
8839363,668084,61,VERBATIM,х,х
8839364,668084,62,VERBATIM,а,а
8839365,668084,63,VERBATIM,о,о
8839366,668084,64,VERBATIM,т,т
8839367,668084,65,VERBATIM,Н,Н
8839368,668084,66,VERBATIM,о,о
8839369,668084,67,VERBATIM,л,л
8839370,668084,68,VERBATIM,и,и
8839371,668084,69,VERBATIM,к,к
8839372,668084,70,VERBATIM,о,о
8839959,668134,6,VERBATIM,&,and
8839969,668135,6,VERBATIM,&,and
8839974,668135,11,VERBATIM,Nbc,n b c
8839991,668136,11,VERBATIM,Nbc,n b c
8840144,668148,1,VERBATIM,-,-
8840150,668148,7,VERBATIM,&,and
8840207,668154,1,VERBATIM,&,and
8840465,668173,13,VERBATIM,&,and
8840840,668199,21,VERBATIM,cf,c f
8840965,668208,11,VERBATIM,&,and
8841999,668286,2,VERBATIM,-,-
8842099,668292,1,VERBATIM,О,О
8842100,668292,2,VERBATIM,б,б
8842101,668292,3,VERBATIM,у,у
8842102,668292,4,VERBATIM,т,т
8842103,668292,5,VERBATIM,в,в
8842104,668292,6,VERBATIM,е,е
8842105,668292,7,VERBATIM,р,р
8842106,668292,8,VERBATIM,ж,ж
8842107,668292,9,VERBATIM,д,д
8842108,668292,10,VERBATIM,е,е
8842109,668292,11,VERBATIM,н,н
8842110,668292,12,VERBATIM,и,и
8842111,668292,13,VERBATIM,и,и
8842112,668292,14,VERBATIM,р,р
8842113,668292,15,VERBATIM,е,е
8842114,668292,16,VERBATIM,е,е
8842115,668292,17,VERBATIM,с,с
8842116,668292,18,VERBATIM,т,т
8842117,668292,19,VERBATIM,р,р
8842118,668292,20,VERBATIM,а,а
8842119,668292,21,VERBATIM,а,а
8842120,668292,22,VERBATIM,д,д
8842121,668292,23,VERBATIM,м,м
8842122,668292,24,VERBATIM,и,и
8842123,668292,25,VERBATIM,н,н
8842124,668292,26,VERBATIM,и,и
8842125,668292,27,VERBATIM,с,с
8842126,668292,28,VERBATIM,т,т
8842127,668292,29,VERBATIM,р,р
8842128,668292,30,VERBATIM,а,а
8842129,668292,31,VERBATIM,т,т
8842130,668292,32,VERBATIM,и,и
8842131,668292,33,VERBATIM,в,в
8842132,668292,34,VERBATIM,н,н
8842133,668292,35,VERBATIM,о,о
8842134,668292,36,VERBATIM,-,-
8842135,668292,37,VERBATIM,т,т
8842136,668292,38,VERBATIM,е,е
8842137,668292,39,VERBATIM,р,р
8842138,668292,40,VERBATIM,р,р
8842139,668292,41,VERBATIM,и,и
8842140,668292,42,VERBATIM,т,т
8842141,668292,43,VERBATIM,о,о
8842142,668292,44,VERBATIM,р,р
8842143,668292,45,VERBATIM,и,и
8842144,668292,46,VERBATIM,а,а
8842145,668292,47,VERBATIM,л,л
8842146,668292,48,VERBATIM,ь,ь
8842147,668292,49,VERBATIM,н,н
8842148,668292,50,VERBATIM,о,о
8842149,668292,51,VERBATIM,г,г
8842150,668292,52,VERBATIM,о,о
8842151,668292,53,VERBATIM,д,д
8842152,668292,54,VERBATIM,е,е
8842153,668292,55,VERBATIM,л,л
8842154,668292,56,VERBATIM,е,е
8842155,668292,57,VERBATIM,н,н
8842156,668292,58,VERBATIM,и,и
8842157,668292,59,VERBATIM,я,я
8842158,668292,60,VERBATIM,Р,Р
8842159,668292,61,VERBATIM,е,е
8842160,668292,62,VERBATIM,с,с
8842161,668292,63,VERBATIM,п,п
8842162,668292,64,VERBATIM,у,у
8842163,668292,65,VERBATIM,б,б
8842164,668292,66,VERBATIM,л,л
8842165,668292,67,VERBATIM,и,и
8842166,668292,68,VERBATIM,к,к
8842167,668292,69,VERBATIM,и,и
8842168,668292,70,VERBATIM,Т,Т
8842169,668292,71,VERBATIM,ы,ы
8842170,668292,72,VERBATIM,в,в
8842171,668292,73,VERBATIM,а,а
8842174,668292,76,VERBATIM,в,в
8842175,668292,77,VERBATIM,р,р
8842176,668292,78,VERBATIM,е,е
8842177,668292,79,VERBATIM,д,д
8842772,668336,1,VERBATIM,Α,alpha
8842773,668336,2,VERBATIM,ρ,rho
8842774,668336,3,VERBATIM,χ,chi
8842775,668336,4,VERBATIM,ε,epsilon
8842776,668336,5,VERBATIM,ι,iota
8842777,668336,6,VERBATIM,α,alpha
8842778,668336,7,VERBATIM,γ,gamma
8842779,668336,8,VERBATIM,ι,iota
8842780,668336,9,VERBATIM,α,alpha
8842781,668336,10,VERBATIM,Λ,lambda
8842782,668336,11,VERBATIM,η,eta
8842783,668336,12,VERBATIM,ψ,psi
8842784,668336,13,VERBATIM,η,eta
8842785,668336,14,VERBATIM,-,-
8843436,668379,2,VERBATIM,#,number
8843811,668411,5,VERBATIM,-,-
8844296,668447,8,VERBATIM,-,-
8844345,668450,9,VERBATIM,pp,p p
8844367,668452,6,VERBATIM,-,-
8844488,668460,9,VERBATIM,pp,p p
8845169,668508,17,VERBATIM,&,and
8845952,668564,5,VERBATIM,-,-
8845989,668567,3,VERBATIM,プ,プ
8845990,668567,4,VERBATIM,レ,レ
8845991,668567,5,VERBATIM,ー,ー
8845992,668567,6,VERBATIM,バ,バ
8845993,668567,7,VERBATIM,ッ,ッ
8845994,668567,8,VERBATIM,ク,ク
8845996,668567,10,VERBATIM,バ,バ
8845997,668567,11,VERBATIM,ト,ト
8845998,668567,12,VERBATIM,ル,ル
8846152,668578,3,VERBATIM,プ,プ
8846153,668578,4,VERBATIM,レ,レ
8846154,668578,5,VERBATIM,ー,ー
8846155,668578,6,VERBATIM,バ,バ
8846156,668578,7,VERBATIM,ッ,ッ
8846157,668578,8,VERBATIM,ク,ク
8846159,668578,10,VERBATIM,キ,キ
8846160,668578,11,VERBATIM,ャ,ャ
8846161,668578,12,VERBATIM,ラ,ラ
8846162,668578,13,VERBATIM,ク,ク
8846163,668578,14,VERBATIM,タ,タ
8846164,668578,15,VERBATIM,ー,ー
8846474,668602,4,VERBATIM,-,-
8846679,668617,10,VERBATIM,-,-
8847208,668655,3,VERBATIM,-,-
8847221,668656,1,VERBATIM,&,and
8847271,668660,1,VERBATIM,&,and
8848236,668733,5,VERBATIM,-,-
8848431,668749,16,VERBATIM,pp,p p
8848644,668767,11,VERBATIM,-,-
8848695,668770,7,VERBATIM,&,and
8848725,668771,10,VERBATIM,-,-
8848984,668794,4,VERBATIM,-,-
8849193,668808,10,VERBATIM,pp,p p
8849464,668828,2,VERBATIM,-,-
8849657,668839,1,VERBATIM,&,and
8849733,668844,3,VERBATIM,#,number
8849882,668856,1,VERBATIM,&,and
8850165,668874,13,VERBATIM,#,number
8850329,668887,6,VERBATIM,&,and
8850502,668901,13,VERBATIM,&,and
8851287,668954,6,VERBATIM,&,and
8851414,668961,6,VERBATIM,ה,ה
8851415,668961,7,VERBATIM,מ,מ
8851416,668961,8,VERBATIM,כ,כ
8851417,668961,9,VERBATIM,ל,ל
8851418,668961,10,VERBATIM,ל,ל
8851419,668961,11,VERBATIM,ה,ה
8851420,668961,12,VERBATIM,ל,ל
8851421,668961,13,VERBATIM,מ,מ
8851422,668961,14,VERBATIM,ק,ק
8851423,668961,15,VERBATIM,ר,ר
8851424,668961,16,VERBATIM,א,א
8852228,669021,8,VERBATIM,-,-
8852277,669024,9,VERBATIM,&,and
8852304,669025,15,VERBATIM,&,and
8852405,669034,15,VERBATIM,&,and
8852819,669068,10,VERBATIM,-,-
8853175,669097,7,VERBATIM,&,and
8853859,669151,10,VERBATIM,fn,f n
8854284,669184,4,VERBATIM,VfB,v f b
8854481,669201,5,VERBATIM,&,and
8854774,669224,4,VERBATIM,&,and
8854803,669227,5,VERBATIM,-,-
8854817,669228,1,VERBATIM,&,and
8856300,669343,2,VERBATIM,鬼,鬼
8856304,669343,6,VERBATIM,土,土
8856305,669343,7,VERBATIM,鬼,鬼
8856741,669374,5,VERBATIM,Ph,p h
8856828,669381,3,VERBATIM,武,武
8856829,669381,4,VERBATIM,零,零
8856830,669381,5,VERBATIM,斗,斗
8856831,669381,6,VERBATIM,頑,頑
8856832,669381,7,VERBATIM,駄,駄
8856833,669381,8,VERBATIM,無,無
8856849,669381,24,VERBATIM,武,武
8856850,669381,25,VERBATIM,零,零
8856851,669381,26,VERBATIM,斗,斗
8856852,669381,27,VERBATIM,忍,忍
8856853,669381,28,VERBATIM,軍,軍
8857102,669401,2,VERBATIM,-,-
8857268,669417,3,VERBATIM,&,and
8857392,669426,7,VERBATIM,MSc,m s c
8857610,669445,3,VERBATIM,風,風
8857611,669445,4,VERBATIM,刃,刃
8857612,669445,5,VERBATIM,頑,頑
8857613,669445,6,VERBATIM,駄,駄
8857614,669445,7,VERBATIM,無,無
8857801,669459,3,VERBATIM,頑,頑
8857802,669459,4,VERBATIM,駄,駄
8857803,669459,5,VERBATIM,無,無
8857804,669459,6,VERBATIM,阿,阿
8857805,669459,7,VERBATIM,修,修
8857806,669459,8,VERBATIM,羅,羅
8857807,669459,9,VERBATIM,王,王
8857910,669467,0,VERBATIM,PhD,p h d
8857995,669473,3,VERBATIM,新,新
8857996,669473,4,VERBATIM,世,世
8857997,669473,5,VERBATIM,大,大
8857998,669473,6,VERBATIM,将,将
8857999,669473,7,VERBATIM,軍,軍
8858088,669480,6,VERBATIM,А,А
8858089,669480,7,VERBATIM,н,н
8858090,669480,8,VERBATIM,д,д
8858091,669480,9,VERBATIM,р,р
8858092,669480,10,VERBATIM,е,е
8858093,669480,11,VERBATIM,й,й
8858094,669480,12,VERBATIM,И,И
8858095,669480,13,VERBATIM,в,в
8858096,669480,14,VERBATIM,а,а
8858097,669480,15,VERBATIM,н,н
8858098,669480,16,VERBATIM,о,о
8858099,669480,17,VERBATIM,в,в
8858100,669480,18,VERBATIM,и,и
8858101,669480,19,VERBATIM,ч,ч
8858102,669480,20,VERBATIM,О,О
8858103,669480,21,VERBATIM,т,т
8858104,669480,22,VERBATIM,ю,ю
8858105,669480,23,VERBATIM,ц,ц
8858106,669480,24,VERBATIM,к,к
8858107,669480,25,VERBATIM,и,и
8858108,669480,26,VERBATIM,й,й
8859265,669568,2,VERBATIM,&,and
8859281,669570,8,VERBATIM,-,-
8859606,669596,5,VERBATIM,Ch,c h
8859609,669596,8,VERBATIM,.2.4,dot t w o dot f o u r
8859681,669601,6,VERBATIM,pdf,p d f
8859885,669617,2,VERBATIM,-,-
8860218,669644,6,VERBATIM,pp,p p
8860401,669659,10,VERBATIM,-,-
8860415,669660,5,VERBATIM,Md,m d
8860530,669668,7,VERBATIM,Rt,r t
8860694,669681,13,VERBATIM,&,and
8860743,669685,9,VERBATIM,-,-
8860786,669689,5,VERBATIM,-,-
8861383,669732,20,VERBATIM,-,-
8861432,669738,10,VERBATIM,pp,p p
8861792,669764,8,VERBATIM,#,number
8862121,669791,3,VERBATIM,教,教
8862122,669791,4,VERBATIM,育,育
8862123,669791,5,VERBATIM,か,か
8862124,669791,6,VERBATIM,ら,ら
8862125,669791,7,VERBATIM,見,見
8862126,669791,8,VERBATIM,た,た
8862127,669791,9,VERBATIM,知,知
8862128,669791,10,VERBATIM,識,識
8862129,669791,11,VERBATIM,の,の
8862130,669791,12,VERBATIM,条,条
8862131,669791,13,VERBATIM,件,件
8862247,669798,3,VERBATIM,&,and
8862674,669829,20,VERBATIM,pp,p p
8863083,669859,2,VERBATIM,#,number
8863090,669859,9,VERBATIM,#,number
8863113,669861,1,VERBATIM,&,and
8863118,669861,6,VERBATIM,-,-
8863260,669870,19,VERBATIM,Ft,f t
8863409,669882,9,VERBATIM,&,and
8863843,669914,8,VERBATIM,&,and
8863989,669927,1,VERBATIM,&,and
8864524,669968,8,VERBATIM,-,-
8864528,669968,12,VERBATIM,-,-
8864643,669977,2,VERBATIM,Fv,f v
8864669,669978,15,VERBATIM,&,and
8864695,669978,41,VERBATIM,&,and
8864708,669978,54,VERBATIM,&,and
8864717,669978,63,VERBATIM,pp,p p
8864960,669994,17,VERBATIM,&,and
8865510,670030,8,VERBATIM,#,number
8865592,670036,3,VERBATIM,-,-
8866509,670101,3,VERBATIM,&,and
8866769,670121,4,VERBATIM,神,神
8866770,670121,5,VERBATIM,武,武
8867182,670152,4,VERBATIM,&,and
8867641,670178,6,VERBATIM,#,number
8867966,670201,5,VERBATIM,-,-
8868173,670214,15,VERBATIM,מ,מ
8868174,670214,16,VERBATIM,י,י
8868175,670214,17,VERBATIM,כ,כ
8868176,670214,18,VERBATIM,מ,מ
8868177,670214,19,VERBATIM,ו,ו
8868178,670214,20,VERBATIM,ך,ך
8868569,670243,5,VERBATIM,-,-
8869766,670333,14,VERBATIM,&,and
8869809,670336,16,VERBATIM,pp,p p
8870697,670398,3,VERBATIM,pp,p p
8870927,670417,3,VERBATIM,&,and
8871275,670439,23,VERBATIM,pp,p p
8871967,670492,16,VERBATIM,-,-
8872599,670539,16,VERBATIM,-,-
8873210,670584,8,VERBATIM,-,-
8873280,670590,11,VERBATIM,-,-
8873736,670625,8,VERBATIM,-,-
8874058,670653,12,VERBATIM,pdf,p d f
8874130,670658,6,VERBATIM,-,-
8874145,670658,21,VERBATIM,-,-
8874385,670677,6,VERBATIM,規,規
8874386,670677,7,VERBATIM,格,格
8874689,670699,3,VERBATIM,-,-
8874737,670702,9,VERBATIM,ნ,ნ
8874738,670702,10,VERBATIM,ა,ა
8874739,670702,11,VERBATIM,ი,ი
8874740,670702,12,VERBATIM,ბ,ბ
8874741,670702,13,VERBATIM,ა,ა
8874742,670702,14,VERBATIM,ძ,ძ
8874743,670702,15,VERBATIM,ე,ე
8874997,670724,2,VERBATIM,&,and
8875189,670739,4,VERBATIM,&,and
8875304,670748,1,VERBATIM,Г,Г
8875305,670748,2,VERBATIM,Р,Р
8875307,670748,4,VERBATIM,В,В
8875308,670748,5,VERBATIM,і,і
8875309,670748,6,VERBATIM,д,д
8875310,670748,7,VERBATIM,с,с
8875311,670748,8,VERBATIM,і,і
8875312,670748,9,VERBATIM,ч,ч
8875314,670748,11,VERBATIM,п,п
8875315,670748,12,VERBATIM,р,р
8875316,670748,13,VERBATIM,о,о
8875317,670748,14,VERBATIM,т,т
8875318,670748,15,VERBATIM,е,е
8875319,670748,16,VERBATIM,с,с
8875320,670748,17,VERBATIM,т,т
8875321,670748,18,VERBATIM,у,у
8875322,670748,19,VERBATIM,є,є
8875323,670748,20,VERBATIM,п,п
8875324,670748,21,VERBATIM,р,р
8875325,670748,22,VERBATIM,о,о
8875326,670748,23,VERBATIM,т,т
8875327,670748,24,VERBATIM,и,и
8875328,670748,25,VERBATIM,з,з
8875329,670748,26,VERBATIM,а,а
8875330,670748,27,VERBATIM,к,к
8875331,670748,28,VERBATIM,о,о
8875332,670748,29,VERBATIM,н,н
8875333,670748,30,VERBATIM,о,о
8875334,670748,31,VERBATIM,п,п
8875335,670748,32,VERBATIM,р,р
8875336,670748,33,VERBATIM,о,о
8875337,670748,34,VERBATIM,е,е
8875338,670748,35,VERBATIM,к,к
8875339,670748,36,VERBATIM,т,т
8875340,670748,37,VERBATIM,у,у
8875423,670754,2,VERBATIM,-,-
8875477,670758,1,VERBATIM,Pd,p d
8875608,670765,5,VERBATIM,&,and
8875802,670779,1,VERBATIM,-,-
8876161,670805,6,VERBATIM,-,-
8876466,670827,14,VERBATIM,&,and
8876676,670843,1,VERBATIM,-,-
8878172,670958,10,VERBATIM,-,-
8879011,671022,5,VERBATIM,城,城
8879012,671022,6,VERBATIM,門,門
8879402,671051,2,VERBATIM,&,and
8879462,671057,5,VERBATIM,м,м
8879463,671057,6,VERBATIM,і,і
8879464,671057,7,VERBATIM,с,с
8879465,671057,8,VERBATIM,ь,ь
8879466,671057,9,VERBATIM,к,к
8879467,671057,10,VERBATIM,а,а
8879468,671057,11,VERBATIM,р,р
8879469,671057,12,VERBATIM,а,а
8879470,671057,13,VERBATIM,д,д
8879471,671057,14,VERBATIM,а,а
8880093,671110,2,VERBATIM,Th,t h
8880104,671111,8,VERBATIM,sqq,s q q
8880162,671116,6,VERBATIM,&,and
8880579,671147,3,VERBATIM,&,and
8880859,671165,8,VERBATIM,Ḳ,Ḳ
8880990,671175,4,VERBATIM,&,and
8881173,671192,4,VERBATIM,&,and
8881905,671245,7,VERBATIM,日,日
8881906,671245,8,VERBATIM,本,本
8881907,671245,9,VERBATIM,寫,寫
8881908,671245,10,VERBATIM,眞,眞
8881909,671245,11,VERBATIM,會,會
8883428,671350,17,VERBATIM,&,and
8884423,671421,7,VERBATIM,-,-
8884426,671421,10,VERBATIM,feet,feet
8884436,671422,8,VERBATIM,М,М
8884437,671422,9,VERBATIM,у,у
8884438,671422,10,VERBATIM,з,з
8884439,671422,11,VERBATIM,е,е
8884440,671422,12,VERBATIM,й,й
8884441,671422,13,VERBATIM,п,п
8884442,671422,14,VERBATIM,о,о
8884443,671422,15,VERBATIM,к,к
8884444,671422,16,VERBATIM,и,и
8884445,671422,17,VERBATIM,н,н
8884446,671422,18,VERBATIM,у,у
8884447,671422,19,VERBATIM,т,т
8884448,671422,20,VERBATIM,и,и
8884449,671422,21,VERBATIM,х,х
8884450,671422,22,VERBATIM,с,с
8884451,671422,23,VERBATIM,е,е
8884452,671422,24,VERBATIM,к,к
8884453,671422,25,VERBATIM,р,р
8884454,671422,26,VERBATIM,е,е
8884455,671422,27,VERBATIM,т,т
8884456,671422,28,VERBATIM,і,і
8884457,671422,29,VERBATIM,в,в
8884503,671427,1,VERBATIM,年,年
8884504,671427,2,VERBATIM,度,度
8884505,671427,3,VERBATIM,日,日
8884506,671427,4,VERBATIM,本,本
8884507,671427,5,VERBATIM,シ,シ
8884508,671427,6,VERBATIM,リ,リ
8884509,671427,7,VERBATIM,ー,ー
8884510,671427,8,VERBATIM,ズ,ズ
8884511,671427,9,VERBATIM,試,試
8884512,671427,10,VERBATIM,合,合
8884513,671427,11,VERBATIM,結,結
8884514,671427,12,VERBATIM,果,果
8884833,671451,7,VERBATIM,ch,c h
8885127,671468,9,VERBATIM,-,-
8885401,671491,1,VERBATIM,О,О
8885402,671491,2,VERBATIM,б,б
8885403,671491,3,VERBATIM,а,а
8885404,671491,4,VERBATIM,д,д
8885405,671491,5,VERBATIM,м,м
8885406,671491,6,VERBATIM,и,и
8885407,671491,7,VERBATIM,н,н
8885408,671491,8,VERBATIM,и,и
8885409,671491,9,VERBATIM,с,с
8885410,671491,10,VERBATIM,т,т
8885411,671491,11,VERBATIM,р,р
8885412,671491,12,VERBATIM,а,а
8885413,671491,13,VERBATIM,т,т
8885414,671491,14,VERBATIM,и,и
8885415,671491,15,VERBATIM,в,в
8885416,671491,16,VERBATIM,н,н
8885417,671491,17,VERBATIM,о,о
8885418,671491,18,VERBATIM,-,-
8885419,671491,19,VERBATIM,т,т
8885420,671491,20,VERBATIM,е,е
8885421,671491,21,VERBATIM,р,р
8885422,671491,22,VERBATIM,р,р
8885423,671491,23,VERBATIM,и,и
8885424,671491,24,VERBATIM,т,т
8885425,671491,25,VERBATIM,о,о
8885426,671491,26,VERBATIM,р,р
8885427,671491,27,VERBATIM,и,и
8885428,671491,28,VERBATIM,а,а
8885429,671491,29,VERBATIM,л,л
8885430,671491,30,VERBATIM,ь,ь
8885431,671491,31,VERBATIM,н,н
8885432,671491,32,VERBATIM,о,о
8885433,671491,33,VERBATIM,м,м
8885434,671491,34,VERBATIM,у,у
8885435,671491,35,VERBATIM,с,с
8885436,671491,36,VERBATIM,т,т
8885437,671491,37,VERBATIM,р,р
8885438,671491,38,VERBATIM,о,о
8885439,671491,39,VERBATIM,й,й
8885440,671491,40,VERBATIM,с,с
8885441,671491,41,VERBATIM,т,т
8885442,671491,42,VERBATIM,в,в
8885443,671491,43,VERBATIM,е,е
8885444,671491,44,VERBATIM,Р,Р
8885445,671491,45,VERBATIM,я,я
8885446,671491,46,VERBATIM,з,з
8885447,671491,47,VERBATIM,а,а
8885448,671491,48,VERBATIM,н,н
8885449,671491,49,VERBATIM,с,с
8885450,671491,50,VERBATIM,к,к
8885451,671491,51,VERBATIM,о,о
8885452,671491,52,VERBATIM,й,й
8885453,671491,53,VERBATIM,о,о
8885454,671491,54,VERBATIM,б,б
8885455,671491,55,VERBATIM,л,л
8885456,671491,56,VERBATIM,а,а
8885457,671491,57,VERBATIM,с,с
8885458,671491,58,VERBATIM,т,т
8885459,671491,59,VERBATIM,и,и
8885462,671491,62,VERBATIM,в,в
8885463,671491,63,VERBATIM,р,р
8885464,671491,64,VERBATIM,е,е
8885465,671491,65,VERBATIM,д,д
8885593,671501,1,VERBATIM,-,-
8885683,671507,3,VERBATIM,ы,ы
8885773,671513,5,VERBATIM,&,and
8886984,671601,9,VERBATIM,&,and
8886986,671601,11,VERBATIM,-,-
8887327,671627,8,VERBATIM,&,and
8887486,671638,1,VERBATIM,А,А
8887487,671638,2,VERBATIM,х,х
8887488,671638,3,VERBATIM,а,а
8887489,671638,4,VERBATIM,л,л
8887490,671638,5,VERBATIM,ц,ц
8887491,671638,6,VERBATIM,и,и
8887492,671638,7,VERBATIM,х,х
8887493,671638,8,VERBATIM,с,с
8887494,671638,9,VERBATIM,к,к
8887495,671638,10,VERBATIM,и,и
8887496,671638,11,VERBATIM,е,е
8887497,671638,12,VERBATIM,т,т
8887498,671638,13,VERBATIM,у,у
8887499,671638,14,VERBATIM,р,р
8887500,671638,15,VERBATIM,к,к
8887501,671638,16,VERBATIM,и,и
8887503,671638,18,VERBATIM,и,и
8887504,671638,19,VERBATIM,с,с
8887505,671638,20,VERBATIM,т,т
8887506,671638,21,VERBATIM,о,о
8887507,671638,22,VERBATIM,р,р
8887508,671638,23,VERBATIM,и,и
8887509,671638,24,VERBATIM,я,я
8887511,671638,26,VERBATIM,э,э
8887512,671638,27,VERBATIM,т,т
8887513,671638,28,VERBATIM,н,н
8887514,671638,29,VERBATIM,о,о
8887515,671638,30,VERBATIM,г,г
8887516,671638,31,VERBATIM,р,р
8887517,671638,32,VERBATIM,а,а
8887518,671638,33,VERBATIM,ф,ф
8887519,671638,34,VERBATIM,и,и
8887520,671638,35,VERBATIM,я,я
8887522,671638,37,VERBATIM,ф,ф
8887523,671638,38,VERBATIM,о,о
8887524,671638,39,VERBATIM,л,л
8887525,671638,40,VERBATIM,ь,ь
8887526,671638,41,VERBATIM,к,к
8887527,671638,42,VERBATIM,л,л
8887528,671638,43,VERBATIM,о,о
8887529,671638,44,VERBATIM,р,р
8888132,671685,3,VERBATIM,&,and
8888373,671702,15,VERBATIM,-,-
8888661,671722,15,VERBATIM,&,and
8888758,671730,3,VERBATIM,&,and
8889784,671800,11,VERBATIM,Ph,p h
8890329,671845,17,VERBATIM,pH,p h
8890646,671871,2,VERBATIM,&,and
8891061,671899,3,VERBATIM,#,number
8891705,671945,5,VERBATIM,מ,מ
8891706,671945,6,VERBATIM,ש,ש
8891707,671945,7,VERBATIM,ה,ה
8891708,671945,8,VERBATIM,א,א
8891709,671945,9,VERBATIM,י,י
8891710,671945,10,VERBATIM,ד,ד
8891711,671945,11,VERBATIM,ל,ל
8892216,671980,3,VERBATIM,&,and
8892637,672008,2,VERBATIM,&,and
8892666,672011,2,VERBATIM,-,-
8892884,672027,2,VERBATIM,&,and
8893195,672049,2,VERBATIM,&,and
8894311,672133,2,VERBATIM,pp,p p
8894528,672154,2,VERBATIM,デ,デ
8894529,672154,3,VERBATIM,ィ,ィ
8894530,672154,4,VERBATIM,ラ,ラ
8894531,672154,5,VERBATIM,ン,ン
8894606,672159,5,VERBATIM,pp,p p
8894692,672166,1,VERBATIM,-,-
8895351,672220,3,VERBATIM,&,and
8895408,672223,12,VERBATIM,-,-
8895411,672223,15,VERBATIM,-,-
8896271,672289,17,VERBATIM,&,and
8896728,672326,7,VERBATIM,&,and
8897231,672362,4,VERBATIM,&,and
8897820,672411,11,VERBATIM,Pbs,p b s
8898267,672442,2,VERBATIM,&,and
8898649,672474,6,VERBATIM,-,-
8898860,672486,20,VERBATIM,xv,x v
8899044,672500,3,VERBATIM,西,西
8899045,672500,4,VERBATIM,川,川
8899046,672500,5,VERBATIM,一,一
8899047,672500,6,VERBATIM,誠,誠
8899202,672512,8,VERBATIM,-,-
8899794,672550,9,VERBATIM,&,and
8900762,672619,10,VERBATIM,pp,p p
8900868,672627,15,VERBATIM,-,-
8900911,672630,1,VERBATIM,&,and
8900948,672634,0,VERBATIM,PhDr,p h d r
8900953,672634,5,VERBATIM,CSc,c s c
8901668,672681,6,VERBATIM,&,and
8901846,672695,5,VERBATIM,-,-
8901859,672696,1,VERBATIM,-,-
8901861,672696,3,VERBATIM,-,-
8902003,672707,9,VERBATIM,&,and
8902360,672732,5,VERBATIM,pp,p p
8902367,672733,4,VERBATIM,pp,p p
8902468,672740,3,VERBATIM,pp,p p
8903743,672827,7,VERBATIM,&,and
8905046,672923,3,VERBATIM,Bn,b n
8905699,672974,6,VERBATIM,-,-
8905740,672977,9,VERBATIM,-,-
8905796,672983,3,VERBATIM,-,-
8906440,673031,6,VERBATIM,山,山
8906441,673031,7,VERBATIM,村,村
8906442,673031,8,VERBATIM,宗,宗
8906443,673031,9,VERBATIM,武,武
8906634,673043,10,VERBATIM,pdf,p d f
8906663,673046,5,VERBATIM,씨,씨
8906664,673046,6,VERBATIM,야,야
8906667,673046,9,VERBATIM,년,년
8906668,673046,10,VERBATIM,신,신
8906669,673046,11,VERBATIM,인,인
8906670,673046,12,VERBATIM,상,상
8906672,673046,14,VERBATIM,년,년
8906673,673046,15,VERBATIM,본,본
8906674,673046,16,VERBATIM,상,상
8906677,673046,19,VERBATIM,년,년
8906678,673046,20,VERBATIM,은,은
8906679,673046,21,VERBATIM,대,대
8906680,673046,22,VERBATIM,상,상
8906976,673068,20,VERBATIM,外,外
8906977,673068,21,VERBATIM,道,道
8906978,673068,22,VERBATIM,シ,シ
8906979,673068,23,VERBATIM,ン,ン
8906980,673068,24,VERBATIM,ケ,ケ
8906981,673068,25,VERBATIM,ン,ン
